Govt. Hospital/RHC/BHU,0,0,0
Private Hospital/Clinic,6,12,11
Other,0,0,0
Total,100,100,100
PERSON THAT ASSISTED WITH DELIVERY:,,,
Doctor,18,9,10
Nurse,0,0,0
midwife,0,1,1
TBA,53,63,61
Trained Dai/Dai,4,3,3
Family member/Neighbour/Friend,25,24,24
LHV,0,0,0
Other,0,0,0
Total,100,100,100
Musa Khel,,,
PLACE WHERE CHILD WAS DELIVERED:,,,
Home,67,93,91
Govt. Hospital/RHC/BHU,22,1,2
Private Hospital/Clinic,11,6,6
Other,0,0,0
Total,100,100,100
PERSON THAT ASSISTED WITH DELIVERY:,,,
Doctor,22,6,7
Nurse,11,1,2
midwife,0,0,0
TBA,49,63,62
Trained Dai/Dai,9,0,1
Family member/Neighbour/Friend,9,29,28
LHV,0,0,0
Other,0,0,0
Total,100,100,100
Sherani,,,
PLACE WHERE CHILD WAS DELIVERED:,,,
Home,0,87,87
Govt. Hospital/RHC/BHU,0,0,0
Private Hospital/Clinic,0,13,13
Other,0,0,0
Total,0,100,100
PERSON THAT ASSISTED WITH DELIVERY:,,,
Doctor,0,8,8
Nurse,0,3,3
midwife,0,0,0
TBA,0,0,0
Trained Dai/Dai,0,0,0
Family member/Neighbour/Friend,0,86,86
LHV,0,3,3
Other,0,0,0
Total,0,100,100
PROVINCE & DISTRICT,,PERCENTAGE OF CASES,
"",URBAN,RURAL,TOTAL
Home,77,96,93
Govt. Hospital/RHC/BHU,7,0,1
Private Hospital/Clinic,16,3,5
Other,0,0,0
Total,100,100,100
PERSON THAT ASSISTED WITH DELIVERY:,,,
Doctor,16,1,3
Nurse,5,1,1
midwife,0,1,1
TBA,0,0,0
Trained Dai/Dai,26,3,6
Family member/Neighbour/Friend,37,86,79
LHV,15,8,9
Other,2,0,0
Total,100,100,100
